REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
SIMPLICITY,NGCC,1,2028,GAS,IN,8.933101092000001
SIMPLICITY,NGCC,1,2028,GAS,SD,8.369758512
SIMPLICITY,NGCC,1,2028,GAS,SN,5.5831881576
SIMPLICITY,NGCC,1,2028,GAS,WD,11.1630261696
SIMPLICITY,NGCC,1,2028,GAS,WN,11.159678016
SIMPLICITY,NGCC,1,2029,GAS,ID,6.8497680912
SIMPLICITY,NGCC,1,2029,GAS,IN,9.138506172
SIMPLICITY,NGCC,1,2029,GAS,SD,8.562210014400002
SIMPLICITY,NGCC,1,2029,GAS,SN,5.711566382400001
SIMPLICITY,NGCC,1,2029,GAS,WD,11.4197053296
SIMPLICITY,NGCC,1,2029,GAS,WN,11.4162800856
SIMPLICITY,NGCC,1,2030,GAS,ID,1.2767316636
SIMPLICITY,NGCC,1,2030,GAS,IN,3.6148959456
SIMPLICITY,NGCC,1,2030,GAS,SD,3.0261545687999996
SIMPLICITY,NGCC,1,2030,GAS,SN,0.113949963624
SIMPLICITY,NGCC,1,2030,GAS,WD,5.9453586576
SIMPLICITY,NGCC,1,2030,GAS,WN,5.9418595104
SIMPLICITY,NGCC,1,2031,GAS,ID,0.7624813260000001
SIMPLICITY,NGCC,1,2031,GAS,IN,3.1677240168
SIMPLICITY,NGCC,1,2031,GAS,SD,2.5620926712
SIMPLICITY,NGCC,1,2031,GAS,WD,5.565044224799999
SIMPLICITY,NGCC,1,2031,GAS,WN,5.561444680799999
SIMPLICITY,NGCC,1,2032,GAS,ID,0.17085409298399998
SIMPLICITY,NGCC,1,2032,GAS,IN,2.6941146623999996
SIMPLICITY,NGCC,1,2032,GAS,SD,2.0587666608
SIMPLICITY,NGCC,1,2032,GAS,WD,5.209063864799999
SIMPLICITY,NGCC,1,2032,GAS,WN,5.2052876304
SIMPLICITY,NGCC,1,2033,GAS,IN,2.1570409847999996
SIMPLICITY,NGCC,1,2033,GAS,SD,1.5044219647200001
SIMPLICITY,NGCC,1,2033,GAS,WD,4.7403558264
SIMPLICITY,NGCC,1,2033,GAS,WN,4.736477003999999
SIMPLICITY,NGCC,1,2034,GAS,IN,1.58168548944
SIMPLICITY,NGCC,1,2034,GAS,SD,0.9116683612800001
SIMPLICITY,NGCC,1,2034,GAS,WD,4.2338687111999995
SIMPLICITY,NGCC,1,2034,GAS,WN,4.229886304799999
SIMPLICITY,NGCC,1,2035,GAS,IN,1.00939727568
SIMPLICITY,NGCC,1,2035,GAS,SD,0.32325197928000005
SIMPLICITY,NGCC,1,2035,GAS,WD,3.7254218664
SIMPLICITY,NGCC,1,2035,GAS,WN,3.7213436448
SIMPLICITY,NGCC,1,2036,GAS,IN,0.69343794864
SIMPLICITY,NGCC,1,2036,GAS,WD,3.4858711176
SIMPLICITY,NGCC,1,2036,GAS,WN,3.481678356
SIMPLICITY,NGCC,1,2037,GAS,IN,0.27433005288
SIMPLICITY,NGCC,1,2037,GAS,WD,3.1557391487999995
SIMPLICITY,NGCC,1,2037,GAS,WN,3.1514125248
SIMPLICITY,NGCC,1,2038,GAS,WD,2.8014856536
SIMPLICITY,NGCC,1,2038,GAS,WN,2.7970295496
SIMPLICITY,NGCC,1,2039,GAS,WD,2.4015303
SIMPLICITY,NGCC,1,2039,GAS,WN,2.3969403336
SIMPLICITY,NGCC,1,2040,GAS,WD,2.0015910816000004
SIMPLICITY,NGCC,1,2040,GAS,WN,1.9968186479999999
SIMPLICITY,TD,1,2014,SEC_EL,ID,1.6776433999999998
SIMPLICITY,TD,1,2014,SEC_EL,IN,2.2382005
SIMPLICITY,TD,1,2014,SEC_EL,SD,2.0970543
SIMPLICITY,TD,1,2014,SEC_EL,SN,1.3988753
SIMPLICITY,TD,1,2014,SEC_EL,WD,2.7969112999999997
SIMPLICITY,TD,1,2014,SEC_EL,WN,2.7960724
SIMPLICITY,TD,1,2015,SEC_EL,ID,1.6859786
SIMPLICITY,TD,1,2015,SEC_EL,IN,2.2493208
SIMPLICITY,TD,1,2015,SEC_EL,SD,2.1074732000000003
SIMPLICITY,TD,1,2015,SEC_EL,SN,1.4058255
SIMPLICITY,TD,1,2015,SEC_EL,WD,2.8108074
SIMPLICITY,TD,1,2015,SEC_EL,WN,2.8099643
SIMPLICITY,TD,1,2016,SEC_EL,ID,1.723108
SIMPLICITY,TD,1,2016,SEC_EL,IN,2.2988564
SIMPLICITY,TD,1,2016,SEC_EL,SD,2.153885
SIMPLICITY,TD,1,2016,SEC_EL,SN,1.4367851999999999
SIMPLICITY,TD,1,2016,SEC_EL,WD,2.8727082999999998
SIMPLICITY,TD,1,2016,SEC_EL,WN,2.8718467
SIMPLICITY,TD,1,2017,SEC_EL,ID,1.7746345000000001
SIMPLICITY,TD,1,2017,SEC_EL,IN,2.3675997000000004
SIMPLICITY,TD,1,2017,SEC_EL,SD,2.2182932
SIMPLICITY,TD,1,2017,SEC_EL,SN,1.4797498
SIMPLICITY,TD,1,2017,SEC_EL,WD,2.9586117
SIMPLICITY,TD,1,2017,SEC_EL,WN,2.9577242000000004
SIMPLICITY,TD,1,2018,SEC_EL,ID,2.0656079
SIMPLICITY,TD,1,2018,SEC_EL,IN,2.7557971
SIMPLICITY,TD,1,2018,SEC_EL,SD,2.5820098999999996
SIMPLICITY,TD,1,2018,SEC_EL,SN,1.7223732
SIMPLICITY,TD,1,2018,SEC_EL,WD,3.4437127999999997
SIMPLICITY,TD,1,2018,SEC_EL,WN,3.4426799
SIMPLICITY,TD,1,2019,SEC_EL,ID,2.2042749
SIMPLICITY,TD,1,2019,SEC_EL,IN,2.9407973999999997
SIMPLICITY,TD,1,2019,SEC_EL,SD,2.7553437
SIMPLICITY,TD,1,2019,SEC_EL,SN,1.8379984
SIMPLICITY,TD,1,2019,SEC_EL,WD,3.6748937999999995
SIMPLICITY,TD,1,2019,SEC_EL,WN,3.6737916
SIMPLICITY,TD,1,2020,SEC_EL,ID,2.3406687
SIMPLICITY,TD,1,2020,SEC_EL,IN,3.1227649
SIMPLICITY,TD,1,2020,SEC_EL,SD,2.9258359
SIMPLICITY,TD,1,2020,SEC_EL,SN,1.9517281000000002
SIMPLICITY,TD,1,2020,SEC_EL,WD,3.902285
SIMPLICITY,TD,1,2020,SEC_EL,WN,3.9011145
SIMPLICITY,TD,1,2021,SEC_EL,ID,2.5634452000000003
SIMPLICITY,TD,1,2021,SEC_EL,IN,3.4199785000000005
SIMPLICITY,TD,1,2021,SEC_EL,SD,3.2043065
SIMPLICITY,TD,1,2021,SEC_EL,SN,2.1374866000000003
SIMPLICITY,TD,1,2021,SEC_EL,WD,4.2736905
SIMPLICITY,TD,1,2021,SEC_EL,WN,4.2724087
SIMPLICITY,TD,1,2022,SEC_EL,ID,2.6748335
SIMPLICITY,TD,1,2022,SEC_EL,IN,3.5685852999999996
SIMPLICITY,TD,1,2022,SEC_EL,SD,3.3435417999999997
SIMPLICITY,TD,1,2022,SEC_EL,SN,2.2303658
SIMPLICITY,TD,1,2022,SEC_EL,WD,4.4593932999999994
SIMPLICITY,TD,1,2022,SEC_EL,WN,4.4580557999999995
SIMPLICITY,TD,1,2023,SEC_EL,ID,2.8688157000000003
SIMPLICITY,TD,1,2023,SEC_EL,IN,3.8273836
SIMPLICITY,TD,1,2023,SEC_EL,SD,3.5860196
SIMPLICITY,TD,1,2023,SEC_EL,SN,2.3921147
SIMPLICITY,TD,1,2023,SEC_EL,WD,4.7827941
SIMPLICITY,TD,1,2023,SEC_EL,WN,4.7813595
SIMPLICITY,TD,1,2024,SEC_EL,ID,2.9589871
SIMPLICITY,TD,1,2024,SEC_EL,IN,3.9476843
SIMPLICITY,TD,1,2024,SEC_EL,SD,3.6987339
SIMPLICITY,TD,1,2024,SEC_EL,SN,2.4673027000000003
SIMPLICITY,TD,1,2024,SEC_EL,WD,4.9331249
SIMPLICITY,TD,1,2024,SEC_EL,WN,4.9316452
SIMPLICITY,TD,1,2025,SEC_EL,ID,3.0355192000000004
SIMPLICITY,TD,1,2025,SEC_EL,IN,4.0497883
SIMPLICITY,TD,1,2025,SEC_EL,SD,3.794399
SIMPLICITY,TD,1,2025,SEC_EL,SN,2.5311177000000002
SIMPLICITY,TD,1,2025,SEC_EL,WD,5.0607166
SIMPLICITY,TD,1,2025,SEC_EL,WN,5.0591987000000005
SIMPLICITY,TD,1,2026,SEC_EL,ID,3.1529694
SIMPLICITY,TD,1,2026,SEC_EL,IN,4.206482599999999
SIMPLICITY,TD,1,2026,SEC_EL,SD,3.9412117999999996
SIMPLICITY,TD,1,2026,SEC_EL,SN,2.6290516
SIMPLICITY,TD,1,2026,SEC_EL,WD,5.2565257
SIMPLICITY,TD,1,2026,SEC_EL,WN,5.254949
SIMPLICITY,TD,1,2027,SEC_EL,ID,3.2742082999999997
SIMPLICITY,TD,1,2027,SEC_EL,IN,4.3682315
SIMPLICITY,TD,1,2027,SEC_EL,SD,4.0927603999999995
SIMPLICITY,TD,1,2027,SEC_EL,SN,2.7301447
SIMPLICITY,TD,1,2027,SEC_EL,WD,5.4586511
SIMPLICITY,TD,1,2027,SEC_EL,WN,5.457013900000001
SIMPLICITY,TD,1,2028,SEC_EL,ID,3.3613487999999996
SIMPLICITY,TD,1,2028,SEC_EL,IN,4.4844885
SIMPLICITY,TD,1,2028,SEC_EL,SD,4.2016860000000005
SIMPLICITY,TD,1,2028,SEC_EL,SN,2.8028053
SIMPLICITY,TD,1,2028,SEC_EL,WD,5.6039288
SIMPLICITY,TD,1,2028,SEC_EL,WN,5.602248
SIMPLICITY,TD,1,2029,SEC_EL,ID,3.4386386
SIMPLICITY,TD,1,2029,SEC_EL,IN,4.5876035
SIMPLICITY,TD,1,2029,SEC_EL,SD,4.2982982000000005
SIMPLICITY,TD,1,2029,SEC_EL,SN,2.8672522000000003
SIMPLICITY,TD,1,2029,SEC_EL,WD,5.7327838
SIMPLICITY,TD,1,2029,SEC_EL,WN,5.7310643
SIMPLICITY,TD,1,2030,SEC_EL,ID,0.64092955
SIMPLICITY,TD,1,2030,SEC_EL,IN,1.8147068
SIMPLICITY,TD,1,2030,SEC_EL,SD,1.5191538999999998
SIMPLICITY,TD,1,2030,SEC_EL,SN,0.057203797
SIMPLICITY,TD,1,2030,SEC_EL,WD,2.9846178
SIMPLICITY,TD,1,2030,SEC_EL,WN,2.9828612
SIMPLICITY,TD,1,2031,SEC_EL,ID,0.38277175
SIMPLICITY,TD,1,2031,SEC_EL,IN,1.5902228999999999
SIMPLICITY,TD,1,2031,SEC_EL,SD,1.2861911
SIMPLICITY,TD,1,2031,SEC_EL,WD,2.7936968999999996
SIMPLICITY,TD,1,2031,SEC_EL,WN,2.7918898999999997
SIMPLICITY,TD,1,2032,SEC_EL,ID,0.08577012699999999
SIMPLICITY,TD,1,2032,SEC_EL,IN,1.3524671999999998
SIMPLICITY,TD,1,2032,SEC_EL,SD,1.0335174
SIMPLICITY,TD,1,2032,SEC_EL,WD,2.6149918999999997
SIMPLICITY,TD,1,2032,SEC_EL,WN,2.6130962
SIMPLICITY,TD,1,2033,SEC_EL,IN,1.0828518999999999
SIMPLICITY,TD,1,2033,SEC_EL,SD,0.75523191
SIMPLICITY,TD,1,2033,SEC_EL,WD,2.3796967
SIMPLICITY,TD,1,2033,SEC_EL,WN,2.3777494999999997
SIMPLICITY,TD,1,2034,SEC_EL,IN,0.79401882
SIMPLICITY,TD,1,2034,SEC_EL,SD,0.45766484
SIMPLICITY,TD,1,2034,SEC_EL,WD,2.1254361
SIMPLICITY,TD,1,2034,SEC_EL,WN,2.1234368999999997
SIMPLICITY,TD,1,2035,SEC_EL,IN,0.50672554
SIMPLICITY,TD,1,2035,SEC_EL,SD,0.16227509
SIMPLICITY,TD,1,2035,SEC_EL,WD,1.8701917000000001
SIMPLICITY,TD,1,2035,SEC_EL,WN,1.8681444
SIMPLICITY,TD,1,2036,SEC_EL,IN,0.34811142
SIMPLICITY,TD,1,2036,SEC_EL,WD,1.7499353
SIMPLICITY,TD,1,2036,SEC_EL,WN,1.7478305
SIMPLICITY,TD,1,2037,SEC_EL,IN,0.13771589
SIMPLICITY,TD,1,2037,SEC_EL,WD,1.5842063999999998
SIMPLICITY,TD,1,2037,SEC_EL,WN,1.5820344
SIMPLICITY,TD,1,2038,SEC_EL,WD,1.4063683
SIMPLICITY,TD,1,2038,SEC_EL,WN,1.4041313
SIMPLICITY,TD,1,2039,SEC_EL,WD,1.2055875
SIMPLICITY,TD,1,2039,SEC_EL,WN,1.2032833
SIMPLICITY,TD,1,2040,SEC_EL,WD,1.0048148000000001
SIMPLICITY,TD,1,2040,SEC_EL,WN,1.002419
